1;A
1;C
1;B
1;D
1;E
1;J
1;I
1;G
1;K
1;M
2;A
2;B
2;C
2;D
2;D
2;E
2;G
2;I
2;H
2;I
2;J
2;K
2;M
3;A
3;C
3;B
3;G
3;E
3;D
3;I
3;J
3;K
3;M
4;A
4;B
4;D
4;E
4;G
4;I
4;H
4;I
4;J
4;K
4;M
5;A
5;B
5;C
5;C
5;D
5;F
5;G
5;I
5;H
5;I
5;J
5;K
5;M
6;A
6;B
6;C
6;D
6;F
6;G
6;I
6;H
6;I
6;K
6;M
7;A
7;C
7;B
7;D
7;E
7;G
7;I
7;H
7;H
7;I
7;J
7;K
7;M
8;A
8;B
8;C
8;D
8;E
8;G
8;I
8;J
8;J
8;K
8;M
9;A
9;C
9;B
9;D
9;F
9;G
9;J
9;K
9;M
10;A
10;C
10;B
10;D
10;F
10;G
10;G
10;I
10;H
10;I
10;J
10;K
10;M
11;A
11;B
11;C
11;D
11;F
11;G
11;M
11;J
11;K
11;I
12;A
12;B
12;C
12;D
12;F
12;G
12;J
12;K
12;M
13;J
13;B
13;C
13;D
13;F
13;G
13;I
13;A
13;K
13;M
14;A
14;C
14;C
14;B
14;D
14;E
14;G
14;I
14;H
14;I
14;J
14;K
14;M
15;A
15;B
15;C
15;D
15;E
15;G
15;I
15;I
15;H
15;I
15;J
15;K
15;M
16;A
16;B
16;B
16;C
16;D
16;E
16;G
16;I
16;H
16;I
16;J
16;K
16;M
17;A
17;B
17;C
17;D
17;F
17;G
17;M
17;H
17;I
17;J
17;K
17;I
18;A
18;C
18;G
18;D
18;F
18;B
18;I
18;J
18;K
18;M
19;A
19;B
19;C
19;D
19;F
19;G
19;J
19;K
19;M
20;A
20;B
20;C
20;I
20;E
20;G
20;D
20;H
20;I
20;J
20;K
20;M
21;A
21;C
21;B
21;D
21;F
21;G
21;I
21;J
21;K
21;M
22;A
22;C
22;B
22;D
22;E
22;G
22;I
22;H
22;I
22;J
22;K
22;M
23;A
23;B
23;C
23;D
23;F
23;G
23;I
23;H
23;I
23;J
23;K
23;M
24;A
24;C
24;B
24;D
24;F
24;G
24;I
24;H
24;I
24;J
24;K
24;M
25;A
25;B
25;C
25;D
25;F
25;G
25;I
25;H
25;I
25;J
25;K
25;M
26;A
26;B
26;C
26;D
26;F
26;G
26;I
26;H
26;I
26;J
26;K
26;M
27;A
27;B
27;C
27;D
27;F
27;G
27;I
27;H
27;I
27;J
27;K
27;M
28;A
28;B
28;C
28;D
28;F
28;G
28;I
28;H
28;I
28;J
28;K
28;M
29;A
29;C
29;B
29;D
29;F
29;G
29;I
29;J
29;K
29;M
30;A
30;C
30;B
30;D
30;E
30;G
30;I
30;H
30;I
30;J
30;K
30;M
31;A
31;B
31;C
31;D
31;F
31;G
31;I
31;J
31;K
31;M
32;A
32;C
32;B
32;D
32;F
32;G
32;I
32;H
32;I
32;J
32;K
32;M
33;A
33;C
33;B
33;D
33;F
33;G
33;I
33;H
33;I
33;J
33;K
33;M
34;A
34;C
34;B
34;D
34;F
34;G
34;I
34;J
34;K
34;M
35;A
35;B
35;C
35;D
35;E
35;G
35;I
35;J
35;K
35;M
36;A
36;C
36;B
36;D
36;E
36;G
36;I
36;J
36;K
36;M
37;A
37;B
37;C
37;D
37;F
37;G
37;I
37;J
37;K
37;M
38;A
38;C
38;B
38;D
38;E
38;G
38;I
38;H
38;I
38;J
38;K
38;M
39;A
39;B
39;C
39;D
39;E
39;G
39;I
39;J
39;K
39;M
40;A
40;B
40;C
40;D
40;F
40;G
40;I
40;J
40;K
40;M
41;A
41;B
41;C
41;D
41;E
41;G
41;I
41;H
41;I
41;J
41;K
41;M
42;A
42;B
42;C
42;D
42;F
42;G
42;I
42;J
42;K
42;M
43;A
43;C
43;B
43;D
43;E
43;G
43;I
43;H
43;I
43;J
43;K
43;M
44;A
44;B
44;C
44;D
44;E
44;G
44;I
44;J
44;K
44;M
45;A
45;B
45;C
45;D
45;F
45;G
45;I
45;J
45;K
45;M
46;A
46;C
46;B
46;D
46;E
46;G
46;I
46;H
46;I
46;J
46;K
46;M
47;A
47;B
47;C
47;D
47;F
47;G
47;I
47;H
47;I
47;J
47;K
47;M
48;A
48;B
48;C
48;D
48;F
48;G
48;I
48;J
48;K
48;M
49;A
49;C
49;B
49;D
49;F
49;G
49;I
49;H
49;I
49;J
49;K
49;M
50;A
50;B
50;C
50;D
50;F
50;G
50;I
50;H
50;I
50;J
50;K
50;M
51;A
51;B
51;C
51;D
51;E
51;G
51;I
51;J
51;K
51;M
52;A
52;C
52;B
52;D
52;F
52;G
52;I
52;H
52;I
52;J
52;K
52;M
53;A
53;C
53;B
53;D
53;E
53;G
53;I
53;J
53;K
53;M
54;A
54;B
54;C
54;D
54;E
54;G
54;I
54;H
54;I
54;J
54;K
54;M
55;A
55;B
55;C
55;D
55;E
55;G
55;I
55;J
55;K
55;M
56;A
56;C
56;B
56;D
56;E
56;G
56;I
56;J
56;K
56;M
57;A
57;B
57;C
57;D
57;F
57;G
57;I
57;J
57;K
57;M
58;A
58;B
58;C
58;D
58;E
58;G
58;I
58;H
58;I
58;J
58;K
58;M
59;A
59;B
59;C
59;D
59;F
59;G
59;I
59;H
59;I
59;J
59;K
59;M
60;A
60;C
60;B
60;D
60;E
60;G
60;I
60;H
60;I
60;J
60;K
60;M
61;A
61;B
61;C
61;D
61;F
61;G
61;I
61;J
61;K
61;M
62;A
62;C
62;B
62;D
62;E
62;G
62;I
62;J
62;K
62;M
63;A
63;C
63;B
63;D
63;E
63;G
63;I
63;H
63;I
63;J
63;K
63;M
64;A
64;C
64;B
64;D
64;E
64;G
64;I
64;H
64;I
64;J
64;K
64;M
65;A
65;C
65;B
65;D
65;F
65;G
65;I
65;H
65;I
65;J
65;K
65;M
66;A
66;C
66;B
66;D
66;F
66;G
66;I
66;J
66;K
66;M
67;A
67;B
67;C
67;D
67;F
67;G
67;I
67;H
67;I
67;J
67;K
67;M
68;A
68;C
68;B
68;D
68;F
68;G
68;I
68;H
68;I
68;J
68;K
68;M
69;A
69;B
69;C
69;D
69;E
69;G
69;I
69;J
69;K
69;M
70;A
70;B
70;C
70;D
70;E
70;G
70;I
70;H
70;I
70;J
70;K
70;M
71;A
71;B
71;C
71;D
71;F
71;G
71;I
71;H
71;I
71;J
71;K
71;M
72;A
72;C
72;B
72;D
72;E
72;G
72;I
72;H
72;I
72;J
72;K
72;M
73;A
73;C
73;B
73;D
73;F
73;G
73;I
73;H
73;I
73;J
73;K
73;M
74;A
74;B
74;C
74;D
74;E
74;G
74;I
74;H
74;I
74;J
74;K
74;M
75;A
75;B
75;C
75;D
75;F
75;G
75;I
75;J
75;K
75;M
76;A
76;B
76;C
76;D
76;E
76;G
76;I
76;H
76;I
76;J
76;K
76;M
77;A
77;C
77;B
77;D
77;F
77;G
77;I
77;J
77;K
77;M
78;A
78;B
78;C
78;D
78;F
78;G
78;I
78;J
78;K
78;M
79;A
79;B
79;C
79;D
79;F
79;G
79;I
79;J
79;K
79;M
80;A
80;B
80;C
80;D
80;E
80;G
80;I
80;J
80;K
80;M
81;A
81;B
81;C
81;D
81;E
81;G
81;I
81;H
81;I
81;J
81;K
81;M
82;A
82;C
82;B
82;D
82;F
82;G
82;I
82;J
82;K
82;M
83;A
83;B
83;C
83;D
83;E
83;G
83;I
83;H
83;I
83;J
83;K
83;M
84;A
84;C
84;B
84;D
84;F
84;G
84;I
84;H
84;I
84;J
84;K
84;M
85;A
85;B
85;C
85;D
85;E
85;G
85;I
85;H
85;I
85;J
85;K
85;M
86;A
86;C
86;B
86;D
86;E
